sequence_id,rep_id,rep_json_path,member_json_path
,AF-F4X8A2-F1,1k/AF-F4X8A2-F1.json,
,AF-F4X7H7-F1,1k/AF-F4X7H7-F1.json,
,AF-F4X8G5-F1,1k/AF-F4X8G5-F1.json,
,AF-F4X7R9-F1,1k/AF-F4X7R9-F1.json,
,AF-F4X6Y5-F1,1k/AF-F4X6Y5-F1.json,
,AF-F4YI52-F1,1k/AF-F4YI52-F1.json,
,AF-F4X6T7-F1,1k/AF-F4X6T7-F1.json,
,AF-F4X7C4-F1,1k/AF-F4X7C4-F1.json,
,AF-F4X691-F1,1k/AF-F4X691-F1.json,
,AF-F4X6K8-F1,1k/AF-F4X6K8-F1.json,
,AF-F4X6I8-F1,1k/AF-F4X6I8-F1.json,
,AF-F4X6H0-F1,1k/AF-F4X6H0-F1.json,
,AF-F4X6F8-F1,1k/AF-F4X6F8-F1.json,
,AF-F4X4R9-F1,1k/AF-F4X4R9-F1.json,
,AF-F4X5X5-F1,1k/AF-F4X5X5-F1.json,
,AF-F4X697-F1,1k/AF-F4X697-F1.json,
,AF-F4X4U3-F1,1k/AF-F4X4U3-F1.json,
,AF-F4X663-F1,1k/AF-F4X663-F1.json,
,AF-F4X5F2-F1,1k/AF-F4X5F2-F1.json,
,AF-F4X5N0-F1,1k/AF-F4X5N0-F1.json,
,AF-F4X5W1-F1,1k/AF-F4X5W1-F1.json,
,AF-F4X4P9-F1,1k/AF-F4X4P9-F1.json,
,AF-F4X5I9-F1,1k/AF-F4X5I9-F1.json,
,AF-F4X4H3-F1,1k/AF-F4X4H3-F1.json,
,AF-F4X4E5-F1,1k/AF-F4X4E5-F1.json,
,AF-F4X3U7-F1,1k/AF-F4X3U7-F1.json,
,AF-F4X4J3-F1,1k/AF-F4X4J3-F1.json,
,AF-F4X4E2-F1,1k/AF-F4X4E2-F1.json,
,AF-F4X464-F1,1k/AF-F4X464-F1.json,
,AF-F4X4B2-F1,1k/AF-F4X4B2-F1.json,
,AF-F4X2L1-F1,1k/AF-F4X2L1-F1.json,
,AF-F4X3V4-F1,1k/AF-F4X3V4-F1.json,
,AF-F4X390-F1,1k/AF-F4X390-F1.json,
,AF-F4X2B1-F1,1k/AF-F4X2B1-F1.json,
,AF-F4X2E8-F1,1k/AF-F4X2E8-F1.json,
,AF-F4X2E4-F1,1k/AF-F4X2E4-F1.json,
,AF-F4X3K5-F1,1k/AF-F4X3K5-F1.json,
,AF-F4X1Z4-F1,1k/AF-F4X1Z4-F1.json,
,AF-F4X2Y8-F1,1k/AF-F4X2Y8-F1.json,
,AF-F4X287-F1,1k/AF-F4X287-F1.json,
,AF-F4X239-F1,1k/AF-F4X239-F1.json,
,AF-F4X2B0-F1,1k/AF-F4X2B0-F1.json,
,AF-F4X266-F1,1k/AF-F4X266-F1.json,
,AF-F4X1X5-F1,1k/AF-F4X1X5-F1.json,
,AF-F4X1R8-F1,1k/AF-F4X1R8-F1.json,
,AF-F4X282-F1,1k/AF-F4X282-F1.json,
,AF-F4X0D5-F1,1k/AF-F4X0D5-F1.json,
,AF-F4X1V1-F1,1k/AF-F4X1V1-F1.json,
,AF-F4X035-F1,1k/AF-F4X035-F1.json,
,AF-F4X1Q6-F1,1k/AF-F4X1Q6-F1.json,
,AF-F4X1Q8-F1,1k/AF-F4X1Q8-F1.json,
,AF-F4X1K9-F1,1k/AF-F4X1K9-F1.json,
,AF-F4X1P5-F1,1k/AF-F4X1P5-F1.json,
,AF-F4WZJ8-F1,1k/AF-F4WZJ8-F1.json,
,AF-F4X065-F1,1k/AF-F4X065-F1.json,
,AF-F4X053-F1,1k/AF-F4X053-F1.json,
,AF-F4X048-F1,1k/AF-F4X048-F1.json,
,AF-F4WZL8-F1,1k/AF-F4WZL8-F1.json,
,AF-F4WZZ2-F1,1k/AF-F4WZZ2-F1.json,
,AF-F4WZ77-F1,1k/AF-F4WZ77-F1.json,
,AF-F4WYZ7-F1,1k/AF-F4WYZ7-F1.json,
,AF-F4WZW2-F1,1k/AF-F4WZW2-F1.json,
,AF-F4WYW9-F1,1k/AF-F4WYW9-F1.json,
,AF-F4WY76-F1,1k/AF-F4WY76-F1.json,
,AF-F4WXZ7-F1,1k/AF-F4WXZ7-F1.json,
,AF-F4WZY7-F1,1k/AF-F4WZY7-F1.json,
,AF-F4WZ04-F1,1k/AF-F4WZ04-F1.json,
,AF-F4WYJ5-F1,1k/AF-F4WYJ5-F1.json,
,AF-F4WYC9-F1,1k/AF-F4WYC9-F1.json,
,AF-F4WYC8-F1,1k/AF-F4WYC8-F1.json,
,AF-F4WWU5-F1,1k/AF-F4WWU5-F1.json,
,AF-F4WX77-F1,1k/AF-F4WX77-F1.json,
,AF-F4WY02-F1,1k/AF-F4WY02-F1.json,
,AF-F4WX68-F1,1k/AF-F4WX68-F1.json,
,AF-F4WXN5-F1,1k/AF-F4WXN5-F1.json,
,AF-F4WW55-F1,1k/AF-F4WW55-F1.json,
,AF-F4WWV6-F1,1k/AF-F4WWV6-F1.json,
,AF-F4WXA9-F1,1k/AF-F4WXA9-F1.json,
,AF-F4WWN1-F1,1k/AF-F4WWN1-F1.json,
,AF-F4WW18-F1,1k/AF-F4WW18-F1.json,
,AF-F4WVT3-F1,1k/AF-F4WVT3-F1.json,
,AF-F4WVK6-F1,1k/AF-F4WVK6-F1.json,
,AF-F4WVL7-F1,1k/AF-F4WVL7-F1.json,
,AF-F4WUN5-F1,1k/AF-F4WUN5-F1.json,
,AF-F4WVC1-F1,1k/AF-F4WVC1-F1.json,
,AF-F4WU24-F1,1k/AF-F4WU24-F1.json,
,AF-F4WVC9-F1,1k/AF-F4WVC9-F1.json,
,AF-F4WT59-F1,1k/AF-F4WT59-F1.json,
,AF-F4WSW7-F1,1k/AF-F4WSW7-F1.json,
,AF-F4WU71-F1,1k/AF-F4WU71-F1.json,
,AF-F4WTW4-F1,1k/AF-F4WTW4-F1.json,
,AF-F4WTK0-F1,1k/AF-F4WTK0-F1.json,
,AF-F4WTG8-F1,1k/AF-F4WTG8-F1.json,
,AF-F4WTG3-F1,1k/AF-F4WTG3-F1.json,
,AF-F4WT43-F1,1k/AF-F4WT43-F1.json,
,AF-F4WTR2-F1,1k/AF-F4WTR2-F1.json,
,AF-F4WT32-F1,1k/AF-F4WT32-F1.json,
,AF-F4WSV9-F1,1k/AF-F4WSV9-F1.json,
,AF-F4WSB6-F1,1k/AF-F4WSB6-F1.json,
,AF-F4WSG6-F1,1k/AF-F4WSG6-F1.json,
,AF-F4WRG7-F1,1k/AF-F4WRG7-F1.json,
,AF-F4WS60-F1,1k/AF-F4WS60-F1.json,
,AF-F4WRN8-F1,1k/AF-F4WRN8-F1.json,
,AF-F4WSD6-F1,1k/AF-F4WSD6-F1.json,
,AF-F4WSA5-F1,1k/AF-F4WSA5-F1.json,
,AF-F4WRT2-F1,1k/AF-F4WRT2-F1.json,
,AF-F4WRX8-F1,1k/AF-F4WRX8-F1.json,
,AF-F4WS11-F1,1k/AF-F4WS11-F1.json,
,AF-F4WS58-F1,1k/AF-F4WS58-F1.json,
,AF-F4WRN0-F1,1k/AF-F4WRN0-F1.json,
,AF-F4WR82-F1,1k/AF-F4WR82-F1.json,
,AF-F4WR35-F1,1k/AF-F4WR35-F1.json,
,AF-F4WRJ4-F1,1k/AF-F4WRJ4-F1.json,
,AF-F4WQY7-F1,1k/AF-F4WQY7-F1.json,
,AF-F4WNX8-F1,1k/AF-F4WNX8-F1.json,
,AF-F4WPQ3-F1,1k/AF-F4WPQ3-F1.json,
,AF-F4WR30-F1,1k/AF-F4WR30-F1.json,
,AF-F4WQ62-F1,1k/AF-F4WQ62-F1.json,
,AF-F4WQM4-F1,1k/AF-F4WQM4-F1.json,
,AF-F4WNZ4-F1,1k/AF-F4WNZ4-F1.json,
,AF-F4WNZ8-F1,1k/AF-F4WNZ8-F1.json,
,AF-F4WPN2-F1,1k/AF-F4WPN2-F1.json,
,AF-F4WNT8-F1,1k/AF-F4WNT8-F1.json,
,AF-F4WNQ5-F1,1k/AF-F4WNQ5-F1.json,
,AF-F4WNR6-F1,1k/AF-F4WNR6-F1.json,
,AF-F4WPK7-F1,1k/AF-F4WPK7-F1.json,
,AF-F4WNG3-F1,1k/AF-F4WNG3-F1.json,
,AF-F4WN28-F1,1k/AF-F4WN28-F1.json,
,AF-F4WMG2-F1,1k/AF-F4WMG2-F1.json,
,AF-F4WN20-F1,1k/AF-F4WN20-F1.json,
,AF-F4WMG1-F1,1k/AF-F4WMG1-F1.json,
,AF-F4WMD5-F1,1k/AF-F4WMD5-F1.json,
,AF-F4WM54-F1,1k/AF-F4WM54-F1.json,
,AF-F4WLU6-F1,1k/AF-F4WLU6-F1.json,
,AF-F4WKT8-F1,1k/AF-F4WKT8-F1.json,
,AF-F4WMC0-F1,1k/AF-F4WMC0-F1.json,
,AF-F4WLR4-F1,1k/AF-F4WLR4-F1.json,
,AF-F4WKN3-F1,1k/AF-F4WKN3-F1.json,
,AF-F4WLT1-F1,1k/AF-F4WLT1-F1.json,
,AF-F4WKK1-F1,1k/AF-F4WKK1-F1.json,
,AF-F4WKW6-F1,1k/AF-F4WKW6-F1.json,
,AF-F4WKN4-F1,1k/AF-F4WKN4-F1.json,
,AF-F4WKG1-F1,1k/AF-F4WKG1-F1.json,
,AF-F4WK95-F1,1k/AF-F4WK95-F1.json,
,AF-F4WJ27-F1,1k/AF-F4WJ27-F1.json,
,AF-F4WJF9-F1,1k/AF-F4WJF9-F1.json,
,AF-F4WKL1-F1,1k/AF-F4WKL1-F1.json,
,AF-F4WJ43-F1,1k/AF-F4WJ43-F1.json,
,AF-F4WIY3-F1,1k/AF-F4WIY3-F1.json,
,AF-F4WJL4-F1,1k/AF-F4WJL4-F1.json,
,AF-F4WJ18-F1,1k/AF-F4WJ18-F1.json,
,AF-F4WJZ9-F1,1k/AF-F4WJZ9-F1.json,
,AF-F4WIX8-F1,1k/AF-F4WIX8-F1.json,
,AF-F4WJH6-F1,1k/AF-F4WJH6-F1.json,
,AF-F4WIY8-F1,1k/AF-F4WIY8-F1.json,
,AF-F4WHZ5-F1,1k/AF-F4WHZ5-F1.json,
,AF-F4WIG0-F1,1k/AF-F4WIG0-F1.json,
,AF-F4WI92-F1,1k/AF-F4WI92-F1.json,
,AF-F4WHZ4-F1,1k/AF-F4WHZ4-F1.json,
,AF-F4WHY9-F1,1k/AF-F4WHY9-F1.json,
,AF-F4WHM4-F1,1k/AF-F4WHM4-F1.json,
,AF-F4WGW7-F1,1k/AF-F4WGW7-F1.json,
,AF-F4WHE7-F1,1k/AF-F4WHE7-F1.json,
,AF-F4WHH0-F1,1k/AF-F4WHH0-F1.json,
,AF-F4WH45-F1,1k/AF-F4WH45-F1.json,
,AF-F4WG35-F1,1k/AF-F4WG35-F1.json,
,AF-F4WH56-F1,1k/AF-F4WH56-F1.json,
,AF-F4WH57-F1,1k/AF-F4WH57-F1.json,
,AF-F4WGP8-F1,1k/AF-F4WGP8-F1.json,
,AF-F4WGJ1-F1,1k/AF-F4WGJ1-F1.json,
,AF-F4WGH8-F1,1k/AF-F4WGH8-F1.json,
,AF-F4WGC1-F1,1k/AF-F4WGC1-F1.json,
,AF-F4WG12-F1,1k/AF-F4WG12-F1.json,
,AF-F4WFK9-F1,1k/AF-F4WFK9-F1.json,
,AF-F4WGN5-F1,1k/AF-F4WGN5-F1.json,
,AF-F4WFQ2-F1,1k/AF-F4WFQ2-F1.json,
,AF-F4WEX1-F1,1k/AF-F4WEX1-F1.json,
,AF-F4WFG8-F1,1k/AF-F4WFG8-F1.json,
,AF-F4WFP5-F1,1k/AF-F4WFP5-F1.json,
,AF-F4WEB7-F1,1k/AF-F4WEB7-F1.json,
,AF-F4WDV9-F1,1k/AF-F4WDV9-F1.json,
,AF-F4WDR4-F1,1k/AF-F4WDR4-F1.json,
,AF-F4WDD1-F1,1k/AF-F4WDD1-F1.json,
,AF-F4WCS3-F1,1k/AF-F4WCS3-F1.json,
,AF-F4WDA9-F1,1k/AF-F4WDA9-F1.json,
,AF-F4WCR9-F1,1k/AF-F4WCR9-F1.json,
,AF-F4WDN3-F1,1k/AF-F4WDN3-F1.json,
,AF-F4WCZ8-F1,1k/AF-F4WCZ8-F1.json,
,AF-F4WD73-F1,1k/AF-F4WD73-F1.json,
,AF-F4WD40-F1,1k/AF-F4WD40-F1.json,
,AF-F4WD00-F1,1k/AF-F4WD00-F1.json,
,AF-F4WCI7-F1,1k/AF-F4WCI7-F1.json,
,AF-F4WBK1-F1,1k/AF-F4WBK1-F1.json,
,AF-F4WC62-F1,1k/AF-F4WC62-F1.json,
,AF-F4WAT1-F1,1k/AF-F4WAT1-F1.json,
,AF-F4WCK4-F1,1k/AF-F4WCK4-F1.json,
,AF-F4WBB1-F1,1k/AF-F4WBB1-F1.json,
,AF-F4WBA9-F1,1k/AF-F4WBA9-F1.json,
,AF-F4W9Z7-F1,1k/AF-F4W9Z7-F1.json,
,AF-F4WB72-F1,1k/AF-F4WB72-F1.json,
,AF-F4WBJ1-F1,1k/AF-F4WBJ1-F1.json,
,AF-F4WAW7-F1,1k/AF-F4WAW7-F1.json,
,AF-F4WAP1-F1,1k/AF-F4WAP1-F1.json,
,AF-F4WB22-F1,1k/AF-F4WB22-F1.json,
,AF-F4WB97-F1,1k/AF-F4WB97-F1.json,
,AF-F4WA88-F1,1k/AF-F4WA88-F1.json,
,AF-F4WA69-F1,1k/AF-F4WA69-F1.json,
,AF-F4WAE6-F1,1k/AF-F4WAE6-F1.json,
,AF-F4W8Z9-F1,1k/AF-F4W8Z9-F1.json,
,AF-F4W9Z1-F1,1k/AF-F4W9Z1-F1.json,
,AF-F4W971-F1,1k/AF-F4W971-F1.json,
,AF-F4W8Y5-F1,1k/AF-F4W8Y5-F1.json,
,AF-F4WA47-F1,1k/AF-F4WA47-F1.json,
,AF-F4W8T0-F1,1k/AF-F4W8T0-F1.json,
,AF-F4W8Z2-F1,1k/AF-F4W8Z2-F1.json,
,AF-F4W8T8-F1,1k/AF-F4W8T8-F1.json,
,AF-F4W8V9-F1,1k/AF-F4W8V9-F1.json,
,AF-F4W8T7-F1,1k/AF-F4W8T7-F1.json,
,AF-F4W8M2-F1,1k/AF-F4W8M2-F1.json,
,AF-F4W8K0-F1,1k/AF-F4W8K0-F1.json,
,AF-F4W8A3-F1,1k/AF-F4W8A3-F1.json,
,AF-F4W8G5-F1,1k/AF-F4W8G5-F1.json,
,AF-F4W8G4-F1,1k/AF-F4W8G4-F1.json,
,AF-F4W8F2-F1,1k/AF-F4W8F2-F1.json,
,AF-F4W8H1-F1,1k/AF-F4W8H1-F1.json,
,AF-F4W853-F1,1k/AF-F4W853-F1.json,
,AF-F4W887-F1,1k/AF-F4W887-F1.json,
,AF-F4W7A0-F1,1k/AF-F4W7A0-F1.json,
,AF-F4W857-F1,1k/AF-F4W857-F1.json,
,AF-F4W7X6-F1,1k/AF-F4W7X6-F1.json,
,AF-F4W7V0-F1,1k/AF-F4W7V0-F1.json,
,AF-F4W843-F1,1k/AF-F4W843-F1.json,
,AF-F4W7J7-F1,1k/AF-F4W7J7-F1.json,
,AF-F4W6F9-F1,1k/AF-F4W6F9-F1.json,
,AF-F4W6N2-F1,1k/AF-F4W6N2-F1.json,
,AF-F4W6X2-F1,1k/AF-F4W6X2-F1.json,
,AF-F4W6J8-F1,1k/AF-F4W6J8-F1.json,
,AF-F4W6I4-F1,1k/AF-F4W6I4-F1.json,
,AF-F4W664-F1,1k/AF-F4W664-F1.json,
,AF-F4W6T7-F1,1k/AF-F4W6T7-F1.json,
,AF-F4W6E9-F1,1k/AF-F4W6E9-F1.json,
,AF-F4W5M3-F1,1k/AF-F4W5M3-F1.json,
,AF-F4W584-F1,1k/AF-F4W584-F1.json,
,AF-F4W661-F1,1k/AF-F4W661-F1.json,
,AF-F4W553-F1,1k/AF-F4W553-F1.json,
,AF-F4W4V9-F1,1k/AF-F4W4V9-F1.json,
,AF-F4W4W4-F1,1k/AF-F4W4W4-F1.json,
,AF-F4W3Y8-F1,1k/AF-F4W3Y8-F1.json,
,AF-F4HFW4-F1,1k/AF-F4HFW4-F1.json,
,AF-F4W3V6-F1,1k/AF-F4W3V6-F1.json,
,AF-F4W4D6-F1,1k/AF-F4W4D6-F1.json,
,AF-F4HF98-F1,1k/AF-F4HF98-F1.json,
,AF-F4HDE0-F1,1k/AF-F4HDE0-F1.json,
,AF-F4HFX2-F1,1k/AF-F4HFX2-F1.json,
,AF-F4HF65-F1,1k/AF-F4HF65-F1.json,
,AF-F4HDJ0-F1,1k/AF-F4HDJ0-F1.json,
,AF-F4HFG3-F1,1k/AF-F4HFG3-F1.json,
,AF-F4HDI4-F1,1k/AF-F4HDI4-F1.json,
,AF-F4HBF9-F1,1k/AF-F4HBF9-F1.json,
,AF-F4HC65-F1,1k/AF-F4HC65-F1.json,
,AF-F4HA37-F1,1k/AF-F4HA37-F1.json,
,AF-F4HBS1-F1,1k/AF-F4HBS1-F1.json,
,AF-F4HC45-F1,1k/AF-F4HC45-F1.json,
,AF-F4HE76-F1,1k/AF-F4HE76-F1.json,
,AF-F4HCZ2-F1,1k/AF-F4HCZ2-F1.json,
,AF-F4HAW7-F1,1k/AF-F4HAW7-F1.json,
,AF-F4HBX4-F1,1k/AF-F4HBX4-F1.json,
,AF-F4HBY6-F1,1k/AF-F4HBY6-F1.json,
,AF-F4HAY3-F1,1k/AF-F4HAY3-F1.json,
,AF-F4HB39-F1,1k/AF-F4HB39-F1.json,
,AF-F4HBK8-F1,1k/AF-F4HBK8-F1.json,
,AF-F4HAJ0-F1,1k/AF-F4HAJ0-F1.json,
,AF-F4HAT2-F1,1k/AF-F4HAT2-F1.json,
,AF-F4HA35-F1,1k/AF-F4HA35-F1.json,
,AF-F4HA23-F1,1k/AF-F4HA23-F1.json,
,AF-F4HAM8-F1,1k/AF-F4HAM8-F1.json,
,AF-F4HA34-F1,1k/AF-F4HA34-F1.json,
,AF-F4HAE1-F1,1k/AF-F4HAE1-F1.json,
,AF-F4HA32-F1,1k/AF-F4HA32-F1.json,
,AF-F4HA38-F1,1k/AF-F4HA38-F1.json,
,AF-F4H9J1-F1,1k/AF-F4H9J1-F1.json,
,AF-F4H939-F1,1k/AF-F4H939-F1.json,
,AF-F4H945-F1,1k/AF-F4H945-F1.json,
,AF-F4H929-F1,1k/AF-F4H929-F1.json,
,AF-F4H962-F1,1k/AF-F4H962-F1.json,
,AF-F4H8T7-F1,1k/AF-F4H8T7-F1.json,
,AF-F4H932-F1,1k/AF-F4H932-F1.json,
,AF-F4H928-F1,1k/AF-F4H928-F1.json,
,AF-F3SFM9-F1,1k/AF-F3SFM9-F1.json,
,AF-F3SFC6-F1,1k/AF-F3SFC6-F1.json,
,AF-F3SFP2-F1,1k/AF-F3SFP2-F1.json,
,AF-F4H8T6-F1,1k/AF-F4H8T6-F1.json,
,AF-F3SFC4-F1,1k/AF-F3SFC4-F1.json,
,AF-F3SFI2-F1,1k/AF-F3SFI2-F1.json,
,AF-F3SFK4-F1,1k/AF-F3SFK4-F1.json,
,AF-F3SE92-F1,1k/AF-F3SE92-F1.json,
,AF-F3SFE9-F1,1k/AF-F3SFE9-F1.json,
,AF-F3SF98-F1,1k/AF-F3SF98-F1.json,
,AF-F3SFI0-F1,1k/AF-F3SFI0-F1.json,
,AF-F3SEZ3-F1,1k/AF-F3SEZ3-F1.json,
,AF-F3SEU0-F1,1k/AF-F3SEU0-F1.json,
,AF-F3SFA6-F1,1k/AF-F3SFA6-F1.json,
,AF-F3SEA3-F1,1k/AF-F3SEA3-F1.json,
,AF-F3SEW2-F1,1k/AF-F3SEW2-F1.json,
,AF-F3SEM2-F1,1k/AF-F3SEM2-F1.json,
,AF-F3SCQ6-F1,1k/AF-F3SCQ6-F1.json,
,AF-F3SF50-F1,1k/AF-F3SF50-F1.json,
,AF-F3SEK2-F1,1k/AF-F3SEK2-F1.json,
,AF-F3SDM8-F1,1k/AF-F3SDM8-F1.json,
,AF-F3SE45-F1,1k/AF-F3SE45-F1.json,
,AF-F3SEB5-F1,1k/AF-F3SEB5-F1.json,
,AF-F3SDP5-F1,1k/AF-F3SDP5-F1.json,
,AF-F3SCQ2-F1,1k/AF-F3SCQ2-F1.json,
,AF-F3SBY0-F1,1k/AF-F3SBY0-F1.json,
,AF-F3SDW9-F1,1k/AF-F3SDW9-F1.json,
,AF-F3SE42-F1,1k/AF-F3SE42-F1.json,
,AF-F3SD52-F1,1k/AF-F3SD52-F1.json,
,AF-F3SC64-F1,1k/AF-F3SC64-F1.json,
,AF-F3SC49-F1,1k/AF-F3SC49-F1.json,
